STROKE 1
133 208 1775070138.0537658
133 207 1775070138.0950894
134 207 1775070138.1369548
135 206 1775070138.14458
136 206 1775070138.1650274
137 205 1775070138.1726103
138 205 1775070138.1802204
139 204 1775070138.1858068
141 203 1775070138.1940231
143 203 1775070138.200151
144 202 1775070138.206804
146 201 1775070138.2140927
148 201 1775070138.220827
149 201 1775070138.2277966
151 201 1775070138.234715
153 201 1775070138.2419195
155 201 1775070138.249376
157 201 1775070138.256105
159 201 1775070138.262721
161 201 1775070138.2697825
163 202 1775070138.2767704
165 202 1775070138.2837555
166 203 1775070138.290826
167 203 1775070138.2976768
168 203 1775070138.30464
168 204 1775070138.3117144
168 205 1775070138.3328147
168 206 1775070138.3467233
168 207 1775070138.3678744
168 208 1775070138.3755305
168 209 1775070138.3887253
168 210 1775070138.3957357
168 211 1775070138.4027424
168 212 1775070138.4166536
167 213 1775070138.4237251
167 214 1775070138.4377317
166 215 1775070138.4446328
165 216 1775070138.4589744
165 217 1775070138.4655375
164 217 1775070138.4724996
163 218 1775070138.479621
163 219 1775070138.4865594
162 219 1775070138.4935994
162 220 1775070138.5006504
161 220 1775070138.5076907
160 221 1775070138.5287416
159 221 1775070138.54267
157 221 1775070138.5567677
156 221 1775070138.5635688
155 221 1775070138.5707412
153 221 1775070138.5771866
152 220 1775070138.5841496
150 220 1775070138.5911293
148 220 1775070138.5980964
146 219 1775070138.605145
143 218 1775070138.6121168
141 217 1775070138.619065
139 216 1775070138.6261027
138 215 1775070138.6331406
136 214 1775070138.6401188
134 213 1775070138.6471152
133 212 1775070138.6540737
132 211 1775070138.6611195
131 210 1775070138.66807
130 209 1775070138.6750822
129 208 1775070138.6820738
128 206 1775070138.68912
127 205 1775070138.6961327
127 203 1775070138.7036207
127 200 1775070138.7106469
127 197 1775070138.7175214
127 195 1775070138.7246234
128 191 1775070138.7316463
130 188 1775070138.7386422
131 184 1775070138.745609
133 180 1775070138.7526035
135 176 1775070138.759851
137 173 1775070138.7669837
139 169 1775070138.7739685
141 166 1775070138.7806573
144 164 1775070138.7871683
146 162 1775070138.7939925
148 160 1775070138.800985
151 159 1775070138.8080022
153 158 1775070138.8149376
157 158 1775070138.8219235
160 158 1775070138.8289719
163 158 1775070138.8359625
165 158 1775070138.8429692
168 158 1775070138.8499742
170 158 1775070138.856976
172 158 1775070138.8639696
174 158 1775070138.871032
175 158 1775070138.878254
176 158 1775070138.8852265
177 158 1775070138.8923
178 159 1775070138.9065554

STROKE 2
206 212 1775070139.4814637
205 212 1775070139.522467
205 211 1775070139.5294087
204 210 1775070139.5433645
204 209 1775070139.5503912
203 207 1775070139.557377
202 206 1775070139.5645523
202 204 1775070139.5714393
201 201 1775070139.5785189
201 199 1775070139.585398
201 196 1775070139.5923543
201 193 1775070139.5995476
201 191 1775070139.606371
201 188 1775070139.6134772
202 185 1775070139.620471
202 183 1775070139.6273026
203 181 1775070139.6343772
203 179 1775070139.6413705
204 176 1775070139.6484659
206 174 1775070139.6554406
207 172 1775070139.6624198
209 169 1775070139.669353
210 167 1775070139.676063
212 165 1775070139.6830127
214 163 1775070139.6911433
215 162 1775070139.697007
217 160 1775070139.7051964
218 159 1775070139.7120547
219 158 1775070139.7189739
221 157 1775070139.72594
223 157 1775070139.73293
226 156 1775070139.7398205
228 156 1775070139.7470844
230 156 1775070139.7539642
232 156 1775070139.760712
234 156 1775070139.7678673
237 156 1775070139.774829
239 157 1775070139.781466
242 158 1775070139.7883964
244 159 1775070139.7953973
246 161 1775070139.802317
248 162 1775070139.8093367
250 164 1775070139.8161733
251 165 1775070139.8231542
252 167 1775070139.8304863
253 169 1775070139.8371193
254 171 1775070139.8443274
255 173 1775070139.851378
255 176 1775070139.8582504
256 179 1775070139.865213
256 181 1775070139.8720248
256 184 1775070139.8791716
256 187 1775070139.8858402
256 189 1775070139.8930588
256 191 1775070139.9000397
256 193 1775070139.906986
255 195 1775070139.913931
255 196 1775070139.9210546
255 197 1775070139.9281006
254 198 1775070139.9349847
254 199 1775070139.942004
254 200 1775070139.9559116
253 200 1775070139.963021
253 201 1775070139.9840193
253 199 1775070140.0683615
253 198 1775070140.075461
253 196 1775070140.0823789
253 194 1775070140.0897412
253 192 1775070140.0963466
253 189 1775070140.1033022
254 186 1775070140.1110818
254 183 1775070140.1181083
255 179 1775070140.125498
257 175 1775070140.1310053
258 171 1775070140.1377394
259 167 1775070140.1447368
260 164 1775070140.1517384
261 161 1775070140.158776
263 158 1775070140.1657538
264 155 1775070140.1728098
266 153 1775070140.1797864
267 151 1775070140.1867425
268 150 1775070140.1937187
269 149 1775070140.2006903
270 148 1775070140.207757
271 147 1775070140.2217383
272 146 1775070140.228729
273 146 1775070140.235696
275 145 1775070140.2427042
276 145 1775070140.249713
278 145 1775070140.2568026
280 145 1775070140.263807
282 145 1775070140.2708118
284 145 1775070140.2777922
286 145 1775070140.2846606
288 145 1775070140.2916443
290 146 1775070140.2986803
291 147 1775070140.3056672
293 148 1775070140.3126469
294 149 1775070140.3198705
296 151 1775070140.3267195
297 152 1775070140.3336384
299 154 1775070140.3406866
300 156 1775070140.3477046
302 158 1775070140.3546133
303 160 1775070140.3617108
305 161 1775070140.368673
306 163 1775070140.375734
307 164 1775070140.3826756
308 166 1775070140.3897038
308 169 1775070140.3966923
309 170 1775070140.403652
309 172 1775070140.4106894
309 173 1775070140.4176311
309 175 1775070140.4246757
309 176 1775070140.431585
309 178 1775070140.4387026
308 179 1775070140.445603
308 181 1775070140.452675
308 182 1775070140.4596808
307 183 1775070140.466664
307 184 1775070140.4736576
307 185 1775070140.4837396
306 186 1775070140.4889216
305 187 1775070140.5016067
305 188 1775070140.5156696
304 189 1775070140.5234318
303 189 1775070140.5365908
303 190 1775070140.543572
302 190 1775070140.5512323
302 191 1775070140.5647278
301 191 1775070140.5719304

STROKE 3
307 172 1775070141.238046
307 171 1775070141.2450624
307 169 1775070141.264872
308 168 1775070141.2719457
308 167 1775070141.2789767
308 166 1775070141.2862184
309 164 1775070141.2935462
310 163 1775070141.300793
310 162 1775070141.3083613
311 160 1775070141.31607
312 159 1775070141.3208613
313 157 1775070141.3278925
315 155 1775070141.3373306
318 152 1775070141.341856
321 150 1775070141.3484738
324 148 1775070141.3554344
327 147 1775070141.3624496
330 145 1775070141.3694847
333 144 1775070141.3764193
336 144 1775070141.3834112
338 144 1775070141.3904114
341 144 1775070141.397407
342 144 1775070141.4043846
344 145 1775070141.4114604
347 146 1775070141.4184387
349 148 1775070141.4254313
352 150 1775070141.4324417
354 153 1775070141.4394433
356 155 1775070141.446404
358 157 1775070141.4534214
360 159 1775070141.46048
361 161 1775070141.4673972
362 162 1775070141.4743958
363 163 1775070141.486823
363 164 1775070141.491525
363 165 1775070141.496893
363 166 1775070141.5027833
363 167 1775070141.5094254
363 168 1775070141.5164025
363 170 1775070141.5234437
363 171 1775070141.5304286
363 173 1775070141.5374067
363 175 1775070141.5443656
362 177 1775070141.5514321
360 180 1775070141.5584466
359 182 1775070141.5653737
358 184 1775070141.572336
357 186 1775070141.5793755
356 188 1775070141.5864758
355 189 1775070141.5933852
354 191 1775070141.600396
353 192 1775070141.607406
353 193 1775070141.6144528
353 194 1775070141.6214159
352 195 1775070141.6354163
352 196 1775070141.6566117

STROKE 4
405 181 1775070142.2387872
404 182 1775070142.5525775
402 183 1775070142.5674212
401 183 1775070142.5735908
400 183 1775070142.5830855
397 183 1775070142.5884378
394 183 1775070142.5951445
